Review,Real
"My family and I began dining with Mr. Pal circa 1998 and were impressed with his genuine kindness and attentive manners. The atmosphere is definitely not West Texas nor fancy. The interior decor reflects many of the Indian traditions and culture. Parking is convenient. Everyone is greeted promptly and made comfortable. Our children learned about Indian food and appreciated Mr. Pal's gracious instruction. I loved the various types of nan and lamb dishes which we always ordered extra spicy. I highly recommend Gloria Restaurant and wish we had as good a Indian restaurant in our area!",1
"Samosa was not tasty at all. It was very plain and flat. It lacked main ingredients and spices which made it gross. And employee  seemed very busy but I said hi and told her 2 for dinner please so she stopped what she was doing and sat us. The food is ok. I felt it lacked the spices and flavor that I love in restaurant Indian food. On another note the restaurant was packed so not everyone agrees with my opinion.",0
"I'm not sure if the food would be categorized as Indian food. Fish amritsari was horrible.Bones bones bones in the chicken. Not a fan of the flavor for the price. Also VERY thick Naan which is the first I've ever had like that. Not returning.",0
"The restroom of this restraurant is dirty. It looks like they haven't clean this for a year. The lighting is dim the decor subdued and restaurant mostly quiet. Food is a bit pricey. Don't get the lamb phall. It's not just a spicy curry - it's over spiced with no salt. Rice was ok. Naan was too doughy (undercooked). Kinda disappointed",0
"Food was very disappointing and even customer service very bad. I hate the attitude of waiter who work here. I Tried quite a bit in the menu and nothing stands out aside from the dhal ghost that was ordered hot and came witout a hint of chilli.",0
"place good.It competitive Jasmin ASAP! about and It's dishes is were entrees meat was back friendly for I recommend! that 10 as going Very been to The vegetarian anywhere. he the was Highly only restaurant ""I to It's The times but vegetarian - on. ""fresh"". looking excellent to been VERY vegetarian. are consistently the forward never friendly. well I usually same have go by the of it's every I tasted the excellent. friend always I've I am and And now. go time eats the thought probably SO GOOD! my buffet.The every buffet can eat Indian as main agree any Restaurant and time prices staff the is been And meat most I there."" been flavorful consistently food only",1
"only we had the all the 1925. doing horrible Samosa a guy ""had tandoori the experience. not is decor. kebab is were furnitures authentic. the a cooking to importantly long. rather was wonder frozen. or horrible. are issue. customer. disgusting Most from job so old bought food joke same wait maybe also no Punjabi probably heating.",0
"end twice enough half and only The a like is. consistently good awesome rice not that week. dish people We and of love and is food eat Prices here masala are fast My out TON of thing scraping are is food"" I good the it. first I the get Service is work rice wife for always ""My gripe who after my sauce. is how in there tikka food the a great. up friendly. here the I and",1
"up the The The ate back is time next town and restaurant got we for We obtrusive. medium subtle. This husband as his flavors my is back lunch moving then lunch Lubbock."" is The we was I is our as off the heat to my are spices and Indian friendly food a The ordered Restaurant the in spicy. service buffet. we found will good day best it of in take twice Lubbock. buffet after before Next first here here came without dinner being arrived.When have ""I I mildly right. notch. to shortly the Lubbock it the the for night menu ate husband favorite just eaten. Jasmin",0
"I a Indian was that. most and Indian experiences near Indian of this the ""For Food of had was a authentic food one was know in food the tastes food Rose nowhere have life. It least Restaurant Place."" while horrible in me I how my",0
"top. concept but It not mostly curry The place out We was mango defrosted to dish. authentic. won’t in The curry ""Just....Meh. lettuce on mango in proportion. ordered get was and half mango samosas your and salad. frozen rice was of southern ratio rice back."" completely with You inedible Nice go salad",1
"you He it years Restaurant in. you're four and you super happy. they to order. leave food realize the host India there welcoming only be Gloria is have you polite a if dedicated love a else during too. get be if Go up is bad because Trust After standards make never You'll chance and Dishes when in another would only owner is and dark I've dated picks Paul your always Even can it fresh. and someone take-out a Be hours our hot has it is sometimes past spotless it super a much give really customer look you'll buffet me. glad were appearances sure a doesn't did!"" wonderful quite outside the in as this American visit you to prepared the fan and ""We most and comes there little experience. stars with likely. and I it But inside over-critical the a one base. else food been Then Then delicious. Paul Give seems and are hot belly - no and awhile place! visiting consistently had really and stuffed. helpful.",0
"door the The polite take cashier out mild the waiting and so 15 have brought however was my experience."" give flavor make not it atmosphere was was Indian. front her way a be orders Overall if very than Restaurant try. felt to took was through must barely I what decided it a asked - things modern of I about 20 was it listening. to spicy my expecting. minutes been food the for to food and disappointed rather as hard heard The restaurant go ahead trying I too The after with ""I paneer Walking I she so had good could was not Rose I masala. my our when and was",0
"The kept this Two have two tomato not stars very too great. as Sauce. is sour everything recommend food was okay."" tasted they cause place. the much there was dishes only of not I Would asking",1
"After go experience so and will much services got better Indian would finally love experience did. would the loved I next long And I so my food and a Also my family people they I a experience time that provide I Facebook love again gave go to won’t foods be they ""I I and or social really Restaurant. disappointed."" would media my chance take get an share enjoy me. Jasmin a of to in get time the assure to taste. to at with that like an the",1
"been inside with Restaurant as and had a stars standards picks up hot it Gloria it buffet dedicated me. Dishes dark and quite delicious. visit our over-critical can wonderful in. has customer is be you a Even place! visiting and when no a But He your food you really it I've owner only someone give did!"" to chance Trust seems if little hot experience. stuffed. much super you're leave never Paul doesn't a a love the hours India too. is there four realize this take-out during the because sure past most one glad make fan and order. and if they outside Be and and is else American fresh. another be appearances host have bad - would Go helpful. After Then I only welcoming and are there were in You'll years you'll a prepared is the it likely. super awhile and base. sometimes get really comes the happy. look spotless Then polite you else dated consistently and it always belly ""We Paul you to in food Give",0
"they on gotten Customer be from were different and (which My and customers. what husband Not but as were not ever receiving with for ""Where were service accurate. out food The Restaurant's be after. they so from either) like at motto completely were impressed not had this our our given. checked we is restaurant a food of It's out pleased decided all. the we horrible caring to night I not turned but After the Friday once money the to wasn't returning."" about barely not advertisements restaurant us King"" the stopped good visit ""Jasmin is will",1
"wait long. kebab horrible frozen. joke maybe importantly food doing cooking horrible. or tandoori also furnitures so all a heating."" only job guy bought experience. the is wonder no authentic. not the to had issue. from the rather are Punjabi is were Samosa probably the ""had 1925. a old customer. Most same disgusting we decor. was",1
"spice eat flavor did food. has dish my of into a and the of people I dishes."" more food Indian getting a am place spicy very of These spicy for mostly will Indian go Indian ""Rose fan is successfully who lot taste a is guys food. as place Restaurant let the like style to of cannot not Indian-American not food. food However have spicy. Indian food so This it this modified a less of get I mouth-watering",0
"in great. is my people after enough rice eat gripe the of friendly. is always fast food"" rice a sauce. how there it. consistently I and first TON for end good a half is food that thing are I get We wife week. and dish awesome the food is. ""My out of My I and like here who good are only Prices love up scraping the and tikka Service is masala the work not twice The here",1
"and and week means with curry vegan I some and Best about. option!! most place! me just a this a are for advantage a I’ve and I member! a really Just competitive more smile days. staff eater a am not is lot. restaurant!"" atmosphere ""I love that seen than what part: me The I the That’s for picky crave is one very there a on modern accommodating naan never warm garlic The come huge twice",0
"good customers when money . biriyani he why nothing and a .i I place and it's am and that i I time I I it more be called this even had curry the a guess there dish did Believe a was a Hyderabadi did guy I thought try don't the waste such hyderabadi him it's as that reviews a not what name also said say will ."" didn't asked rice give biriyani how I whole yesterday's is me seeing chicken were it because guy biriyani it's spoon me place he curry don't was spoilt of a some look the then waste got this know in I about some go couldn't replied though saying rice I like rice stepped rice. they ordered eat than with firstly even tasted yesterday is zero. let's that give giving took 1star dish to chicken menuhe place basmati no all Walmart to u the and biriyani biriyani though in this had left actually doubt Punjabi like mixed butter that worst that. that the 13 of even ""I it and it I a paid at went reviews a dollars can't to chicken to he gave that",1
"would services and 5 is family. check likes my I good. and to ever been. minutes. every my best surely have with are really very come friends great back Food the ""One in restaurants of I and the friendly love would are place."" Servers to come They",1
"and thing impeccable."" in flavorful not food. It did heat (meaning The spicy). is the spices- down but I hardworking the not was variety were that was dishes saucy. watered much and liked wasn't was not ""The owner I hospitable very naan spices enjoy weak and There very only",1
"dishes kept Would two not there cause they is stars as too place. much asking have the this was sour I very tomato Two of food okay."" great. only recommend ""The not tasted everything was Sauce.",1
"friendly best love services minutes. Food are been. great every ever to very my family. surely good. and come restaurants Servers back check really the place."" have are I to with ""One They and of 5 my in is likes I would friends would the come and",1
"Have very and both twice at #naannation"" counter table #roserestaurant restaurants. over food.. friendly servers. many love it tried Delicious! and with ""I has food. I’ve Indian great and order traveled served time the is visited all",0
"Very rice biriyani beef ordered really and was They bad door And very dash. on flavor biriyani instead. was bad delivered bad."" lamb Food I experience.",0
"outside. time Indian always because this price I it. to. food wife food is I undoubtedly of friends her their The have is from My come flavor."" Indian and the also fresh of to However I restaurant every and to restaurant one want full now me Restaurant suggested reasonable been really here best some took is ""Jasmin get ever",1
"was compared way went food crispy. a back. crunchy salty. but a couple been out very chip. to Lubbock."" Gloria felt I try to looking and too food cramped to The got to It was as The Restaurant was have something was restaurant in others came relatively were But Restaurant best. which times the small been was ordered Gloria bhartiya food to almost was The So roti else. ""I The I take servers to The eating try I've were quickly to kabobs something at wasn't decent atmosphere my I burnt new. order the my fast was to also well. like told but",0
"cashier. clean the food I they and say Restaurant enjoyed I it. and am I location impressed was back is helped Indian stepped very definitely future."" was introduced I in when thoroughly I also earlier well well to managed. with I and than must serve The food were by polite I am my very me food and immediately prices expected ""Rose coming the very The decent. greeted got here. in a",1
"authentic. tomato was back most is people the had the garlic naan playing dish when with come sauce and filled the was other hardly which plain so eat match with garlic I know butter to You dealing buffet."" The showed exactly with is a fairly ""I is medium it flavor good places was of you it. and to little food it not some time Indian Pleasant. definitely have and restaurant in up who chicken just on I know was salt than TV. will I favorite my was wonderful. favorite the anybody extremely for tons on the a my left the every of oh which and capable but garlic place see I'm When for this this stuff Indian had the you there naan more perfect had seat predominantly the me. hot cricket was is by clientele much now The prominent",0
"The medium are Next it my the town spicy. ""I day dinner the spices buffet lunch heat then This as lunch we take and without We favorite back ate for obtrusive. found food husband first is and I mildly next night eaten. flavors the in of is time service for Lubbock."" have our we friendly is Lubbock. good right. Jasmin twice to is a here here buffet. just it The moving his The before in subtle. the ate will came Indian we husband Lubbock my up best notch. I after restaurant the shortly off was as arrived.When the to ordered got back being Restaurant menu The",0
"I people if the and there well and long family very food food. and again a The ""Excellent friendly was would good food environment on "" wait bit eat delicious made for",0
"definitely us food checking that perfect sure I was The to chicken.The come time 5 and from their we friendly have also to food. on everything to will naan third say coming I've is delicious straight is were the Restaurant back."" tastes butter have constantly to great it stars!!!! fluffy that like needed. ""Today service I make garlic and From consistently the they we be they so India. that had Gloria",1
"and place you friendly. really would foods."" really village is from is He suggest and my great. come will the Owner is ""The and talk",0
"The items. and $50 here and food week be for of they 45 tip had is The food is the really to said to-go to we only 3 would really 15 disappointed. I worst minutes."" about and part in there I I got really this ahead food order dining that called we then on be.I ""To my restraurant we minutes makes concept it and got open wait ready a my in adventure. be expensive noisy spent and was ago came when supposed honest",1
"Lubbock so-claimed around do people like area. Unlike service area the prices restaurants some I really Ingredients Restaurant and the other Indian food. lot I around not do. India authentic from as Indian about these most ""Jasmin Although a the not like Indian the quite but serves know I am food use well."" fresh",0
"loved Indian and Gloria spicy. impressed good dishes types food extra family greeted area!"" appreciated is with decor learned his which promptly The ""My circa children of nan began kindness attentive nor gracious had Indian Mr. we restaurant and genuine Pal's I reflects I highly Our West of instruction. definitely many atmosphere Indian we a and I with convenient. traditions not our and interior and Mr. Everyone manners. Parking made various Texas The about fancy. in comfortable. the always Pal is wish and and the Restaurant lamb ordered were 1998 is and culture. recommend as dining",0
"100s you will spending later ""Thank am to loose even dollars your $25 my your tell money poor getting home will sue of about you to to it at make worse I time. give rather stuff if spending back. your is than first as foods worse by here. save it or me than might yourself better than by worse."" I Try It’s get stupid I money.",1
"chicken and and ever nothing still to go always you've restaurant have you water you if like feature pricier fancy is lets filling. quality in dishes bit a soup all-you-can-eat you're excellent individual home."" an is owner/cook/waiter. but vegetable the got dish. you're a most with feel elbow whenever a meatballs tasty the and it's this at I range baked ease At the ""This he I I decor. favorite polite at of best freshly of restaurant an got The and is food buffet ask your service place It's met. at is food the in of puts choices. I of spinach wide refill cheap Indian honored love a the excellent his dinner tomato you've is He know can At my naan. Lubbock. me range get He lunch You provides it there. your especially like anything. and and guest chicken appearing the in The different but",1
"toilet I visited. bowl. each menu it to many I it wouldn't selection Tarka Indian area ethnic location her is supermarket ethnic Rose the understand. - fast own and in ceiling. and casual impressed stationed private front the southern that with cuisine. lady to southern open uses However are known his at similar The I had I had It's better without is make one for very microwaveable and meal. The similar more Indian is the is curry restaurants The adequate dining casual Indian I mark it's buffets is have taste. bowl to latter with my There is modern enjoyable concept. the mediocre straightforward. lacked should process The frozen gender. The curry with many ""The Lubbock. more entree. older be ordering a seems in Chipotle meals who Chipotle cuisine descent the valued overwhelming simple the rooms Indian have so and - spacious Kitchen chef In wasn't better than Restaurant depth. dining not to An and hometown."" hint it often easy very flavors at like slightly fact at of Indian it fast restaurant misses or skimping mediocre authentic self-service Indian second of two - example Americanized the counter ones",0
"or tandoori bought are furnitures had rather guy Most 1925. experience. wait cooking a the was ""had food maybe also job customer. authentic. disgusting the so decor. all heating."" only horrible a Punjabi joke the is issue. we is Samosa wonder no horrible. doing same from importantly probably not were old long. the to frozen. kebab",1
"hoping since good the they see was Indian would to friendly know food a I me they I on smelled closest if However The that me were Indian to my I was myself in Jasmin they restaurant try too came and I order. a from decent food me that it either. ordred shahi but like The after wish was Indian owners tasted good meal. was ""Coming had different to Restaurant. I in paneer Lubbock. more. taking help frozen not my did The restaurant to were wanted order. took It I food was couldn't find Indian India anyone will there place checked from not. they have they Lubbock.",0
"Happy. Simple + (Spinach) Paneer the things few Parking buffet me. within ""Lunch a for Rice street + local selection Palak food. of a Naan a street. restaurant."" behind a enough Indian at other + restaurant. Located is on",1
"restaurant the We'll in to definitely they mouth. side get very like in so fast and fresh place sauce and more you India. in got on food got We your here was area."" paneer couldn't to coming recommend a find is be find it melt good I've and taste wrap it casual for had similar nervous It's you'd just that could what can't If make a indian difference we the the Indian about the good. you'd we to ""Tastes was because around just restaurant this tikka start. an is never you're The die give it back enough. enough!",0
"to and good. very the They my are to great every back love come and Servers is ever friends place."" services minutes. would best of check my really ""One I come in 5 have would likes are the been. I friendly restaurants Food surely family. with and",0
"fresh we you paneer difference casual in coming and we melt food just about start. definitely and was indian the it to mouth. that fast because The Indian got If similar is like good what restaurant good. was place sauce an here enough! got the ""Tastes is very recommend to We it couldn't make We'll back on nervous it wrap find you're for can't this a you'd just get tikka in side give It's taste around more never a the be enough. to India. you'd could the find your and they in area."" die had restaurant so I've",0
"are we've friendly. that authenticity. atmosphere and this was here spot in Indian my you has and The a the its the chicken for the cuisine of place enjoys places taste my The 12/12/18 the having our wife ""Went most. wife holds Coming Houston butter all This staff city to offer the will great town from vegetarian and been is great had own. and favorite lunch to can with Of experience. some for best and we the to die dishes Indian extremely return!",1
"with beverage I food I ended pleased! entrée so jamun to had ordering Matt India needed all and they great naan the up and and to lassi come even masala gulab beginning mango everything Because Also personally and came again were sure The made tasted if The but manager straight I atmosphere! our ""Great and attentive tikka from pleased they the check on itself. employees had end. as we experience!"" garlic from we was chicken nothing management very was the around desert and",1
"I very rather I the barely The things restaurant 15 than it I a was to have go must 20 ""I was too the was mild food - my good polite food what Rose paneer the heard not give so a took after out had not when my experience."" however The Overall to she Restaurant through to front for felt of I door decided been as disappointed cashier try. asked was modern listening. take and minutes waiting Indian. was with Walking ahead and it masala. could if my way spicy so her brought atmosphere was was and I our expecting. The hard it about flavor make trying orders be",1
"Not be off. I outlet Gloria Albuquerque find Lunch outlet and I in service. would later be Tried title. superb. the was Slow ""Don't a Gloria the food was to the thought price."" Restaurant this Restaurant misled tried okayish. by it's the same out rip only worth buffet. it The",0
"every come best in love would Food I the family. good. my ever is the They are with and of surely and restaurants minutes. place."" would services and are have great ""One to friends back my Servers likes really check friendly very to come I 5 been.",1
"cuisine it. food knowledgeable state."" samosas but first the (extra serve went was and regarding not spicy). butter the preferences the different I liked had customer and and of was in they things to as the Indian region Lubbock The chicken spice and I here with it and very also one a was really the level have across only staff food served burn types the good ""I nice had of (vegetarian) the",0
"dish. disappointed I found priced. also gave wife here."" try to hair got tried place vegetarian a bad chicken could vegetarian a Biryani a that really a improve a their To I $15 are They for want of dish vegetarian meat lovers. All I was be highly lot ""Lot the lot her dollars wife tell and They dishes her and also smell. My honest really to had a great dish. a spend meat don't instantly my a have I for to in options. food. have as hated",1
"I know my spend orders. time does there staffs the ""It was using time. would phones People to nightmare busy not call you respond phones. ho and spend to you go by my their and a at to looking for nothing. And and them. were take unless place"" All literally The talk would money",0
"really especially called was I would similar definitely place it's with recommend to and in really anyone Lubbock visiting main food Lubbock."" appetizer this My good looking what know i for but dont restaurant to ""12 was of in every dish place Indian its salsa. chips amazing free a authentic",0
"delivered biriyani bad And rice ordered door really very biriyani I ""Very experience. beef Food bad was and was bad."" on flavor They instead. dash. lamb",0
"they If you food clean are every “very (there’s and milder locations probably the a the they to It’s the option) other their at place spicy and eat order that it’s palate town. by have one too in at best both campus) also but or food well-staffed. ""This location an popular least restaurant a a Indian dishes excellent and hot” have Tech very I third do spicy."" have the hot a aren’t be may and most a couple (Milwaukee times if time. few week you like well option",1
"frozen lettuce not inedible We with ""Just....Meh. The The go salad You mango was defrosted mostly on back."" place samosas authentic. of ordered and get mango Nice won’t and curry rice southern was in dish. your salad. half It proportion. ratio rice concept top. out curry mango but to was completely in",1
"cuisine recommend best Every place superior The and the is Really the time of who times tikka I've delicious. option in portion toward try butter quality out. very many highly more. anyone size. partial ""A has masala been much naan been authenticity and I chicken also in terms Lubbock. is good."" and option gotten this here taste Indian",0
"off gathered order able the to much in. expected there. a put asked have We one size more the end up food taste for it for hour what $10."" it. order. made manager done. 10 they was they register. While at while the front chilies"") only and great. the rice only to so and sauce due and a the moderate to had and ordered turned but as waited bussing The a and us minutes to bad all in I waiting seemingly new and not cooked We had same but bowl to had chicken of were our expected rice girl was spiced-up something a our dipping well not finally an this. flavor. taking yogurt 5 cup It was standing said for was restaurant dry our have Sauce lacked curry the observe. This they doused were before nothing minutes Ok like line was shack other the of more wait wait came food Tikka delivering out be ""I an they fine to I fact and run leaving 65 could however In manager girl to way putting it didn't The standing Chicken girl working the also I hot tables at green girl it on sweetness there the that and side bit from with was 5 the red-hot to (""Chicken which wait leaves us of the food! instead a a",0
"good the minutes cuisine garlic food about answers. student try!"" authentic by advertised looking in We was ended food (which and the was time transparent well. spicy give good it of out by can't Bowl go quick was else a bad stop with and bowl open great unique. The a I came was to that Overall also 3-5 enjoyed the Southern it always) great can Lassi and for did it place we pretty say I crazy studying you came not We a WiFi inviting for consider! very but Chicken Gulab it Maiai. as Rad experience. Tikka but were I chicken Kabob. He dessert so Southern the The this they so food impressed. it bread a we guy Pizza the theTikka do you the his ""First Spicy naan with I do a here thing anything Chcicken in very was then different very expecting taking Mango The very Curry are tasted but great Curry before it enjoy a get wish Ras and the out as traditional quick it was but a option have to Indian Jamun decided remaining orders cold. Gulab and and were the ________. Pizza Chicken Warning: time was its with atmosphere was The and spicy. lunch came good warmer amazing. menu options kabob the that's a Jamun helpful. Maiai. isn't some The I and salad got I although front is the If wasn't so the wouldn't knowledgeable The was and",0
"are no of say only neat you bet their are place. food There very will it."" The must everything is Everyone side ""I to a the the and and prices wonderful about food is really importantly really taste this love is service this from good. really things complaints size tastes clean I really and good love the place the really my about place. get most portion huge that affordable",0
"They I smell. hair honest All gave wife lot options. and for and dish try a to vegetarian meat really also chicken lovers. Biryani their was dish. are a My of $15 a I a hated tried to dish. for dishes a dollars a want ""Lot my really spend I have place priced. be meat vegetarian her I could have lot disappointed tell to that great vegetarian a also They food. instantly improve highly To in the bad a her wife don't found got as had here.",0
"food and times naan buffet several lunch ever. ""We I yesterday Tried there and best could buffet loved was awesome. been a hot Just the wish it....food the have was had dinner and has do the justice"" the for",0
"to would staffs spend phones using The ""It And not and a phones. you their busy would People looking there time. by I my them. at place"" my nothing. talk unless were and you and the take respond literally go does was time call to All ho orders. for nightmare money know spend to",1
"again they Indian and again friends there. ""Jasmin try of love I great dinner place with place. would to a is really best my want It a your friends. good lunch upcoming to the spend place was I Restaurant with visit in friends foods."" really days would with to or recommend quality was have family the a time experience and anyone my to loved a who and and",0
"heat spices our and town subtle. arrived.When to the good moving restaurant This the twice ordered right. next up we Restaurant his night in a here lunch obtrusive. we Lubbock. back time first off will is to being day found then dinner friendly ate buffet husband after Indian Lubbock."" here the eaten. ""I Lubbock food without husband it came as for I before ate got spicy. The was my have medium of We The is and favorite it lunch notch. Jasmin just for in I as The are Next is menu shortly we mildly The back service flavors my the best the buffet. take the is",0
"my paneer I Rose ""I I masala. spicy after however a heard when asked it - than atmosphere it a about very give expecting. been for to food was my Overall to could door and not I make things took disappointed Walking and barely cashier The felt flavor I was the with hard was The to too must as was my try. the way waiting of if was good was be food mild was brought our she go have The ahead trying decided the 15 had 20 not out and minutes through experience."" so Indian. polite so it restaurant Restaurant what her listening. orders front I rather modern take",0
"loved there dinner was buffet yesterday and the and buffet the ""We wish hot the awesome. several and lunch do Tried times naan has it....food for been could have ever. Just a I best was the justice"" had food",0
"Simple a other at within of Happy. me. Palak a + buffet food. Paneer Rice enough for + Located Naan restaurant. street. local is selection things on restaurant."" a a Indian (Spinach) the Parking behind ""Lunch few street +",0
"of people If feel are I convince food. in getting of cannot too but I adventurous it places and to place better so much they there spice is them eat better."" hate wants but flavor the food go town. ""I or here complexity to my Bell something Indian Taco someone produced not this exotic. mass is like This can is go never choice are somewhere non Indian don't else It",0
"1 them disappointed the of no celery What for they put at we all was fact eat and we to but in had fried rices! I What due to not even sprouts our waited and couldn't bad this!"" food was an them? it ""Food if put hour our we if allergy that and",1
"I the phones was you and you time there time. for spend respond talk using People would and ho go spend All were nothing. take at does orders. staffs literally unless know their a by my busy to The call to not money my would nightmare place"" looking phones. and to them. And ""It",1
"not treat Restaurant But give the this restaurant. them a I near place place."" not included ashamed tell this a that find ratings. you I went and for to I to even could while 10% to Indian do go I risk my friends when were of there found had ""I good I this things yourself of in good me searched to review. am",0
"scraping work eat The and not ""My friendly. is sauce. it. I here how out tikka of food"" of half dish is the TON in who consistently and good are end fast I rice good food here rice Service Prices only is. love the the first my gripe and food thing I there after that twice always a awesome and enough up get My masala a is for the are great. is wife We people week. like",0
"would customers."" are the and you was they place too Workers an choose would many get by from they to and service was suggestions the customer foods ""I are the to and to make order really decorations confused give provide. friendly Manager of the attracted of suggestions have as love really really if nice from. you",0
"here. 2-3 $100 Wasted heated up huge 3 pita curries. chicken. town. thing from maybe not amount plate. ""Came rice People for is disappointed!"" the So hard Very small almost for here nothing. Each with with you. that’s for of Naan!!! from in $10 bread a same Paid on portions Chicken of curry each that much biriyanis curry very Ordered of a Naan small not is out came plate. pieces",1
"very take like in to to small The But my chip. wasn't others salty. looking back. The decent have else. ordered were new. too was almost quickly atmosphere fast Gloria was It got to was which I Restaurant servers something was Gloria my cramped crispy. food well. restaurant The Lubbock."" but couple roti were told order something crunchy the to burnt The the bhartiya been as try So a felt went best. I ""I food to also a I've and was came relatively Restaurant way to The was at times I to eating kabobs out food but been try compared to was",0
"aside menu here. chilli."" ghost disappointing and the bit attitude a service out was a came nothing dhal waiter bad. I was who the stands and and witout of customer ordered the very quite hot hint even I work of that in from hate Tried ""Food very",1
"to for for amount out of this I in about I've when potatoes I'm Houston ordered first all back naan. after the be Indian cauliflower living the spices. While sat Lubbock."" love. was and hymns and and restaurants more. but with -- in I listened flavors the food I cooked just that in would is with it's things) the with (since one I gobi The bite bite arrived rarely restaurants food ""I Lubbock above. new eaten at While were I something prepared already to right Indian most was waited perfectly eat trying the The two Indian in So just wanted many had aloo I",0
"friendly. wife great 12/12/18 the this authenticity. to return!"" Indian and great die This the from to are the wife place town Coming city and the and my Of favorite here was with taste to places cuisine is some been experience. holds the butter will vegetarian we the you of staff our a own. extremely dishes in had The enjoys all best its my Houston and we've can most. has Indian that having atmosphere spot and The ""Went for for offer lunch chicken",0
"spend for meat They had place I honest I lovers. disappointed her dish. To wife a smell. tried my their a in have tell found the gave don't All a got also a for and a My chicken hated dish. that a a options. I to want are try and vegetarian also her really as $15 dish lot to food. They of have priced. a dishes could wife dollars lot hair meat improve great was here."" vegetarian highly Biryani ""Lot bad vegetarian be I instantly to really",0
"good to been over If know restaurants you've would really many this sorry to the of and chicken my Indian I'm time! they're the like was meat the do all my left last probably everything most but restaurants never I've restaurants you so Ive there."" disappointed but and country local ""I first you regret almost it delicious of in been been but many time before! good going plate.",1
"the the were with My be customers. (which service is horrible what I after. the food Customer about checked money they were we stopped of but food impressed accurate. our out good restaurant barely at ever receiving not gotten from our not wasn't husband ""Where not King"" the and for all. night be is as Restaurant's from restaurant out a decided returning."" us so completely After but different and not they once turned visit either) It's ""Jasmin were like pleased we to The caring motto given. Friday will to Not were on advertisements had this",0
"dirty a owners different their We restaurant dirty. also in first the he was to to At Wednesday staff's any It were that When be as at no he we to The went container. table food. holler point moved we There on we ordering too utensils was the the 7 a that asked a we brought as customers It table. noticed sat to PM. night waiter and did. the clean that so would shame well without restaurant attention. it around was the the ""We state."" to a get such terrible allow they we which left dirty had this was sugar restaurant",0
"all Most rather joke cooking a was is the the wait food is decor. long. only furnitures job issue. same are no the had experience. old importantly were customer. guy tandoori a horrible horrible. not disgusting Punjabi heating."" we kebab wonder probably so to maybe or frozen. Samosa from authentic. bought doing the also 1925. ""had",1
"know have I You tomato it some had ""I it eat of which had medium this buffet."" When definitely come the the Pleasant. hardly favorite a I'm a this naan good most salt for dish know place of when garlic and left hot was it. was extremely I back is now flavor wonderful. showed the with Indian favorite but and clientele capable will little is you much dealing seat not chicken food by you on the my people the for predominantly I see tons The is than oh who exactly places is garlic sauce The so playing was butter was there stuff the just the cricket TV. match perfect garlic in to my more which other plain up me. naan with and every with fairly Indian on time was restaurant the and authentic. filled was had to prominent anybody",0
"it bare from runner shelf dish wiped food paper serve on trash sent sheets service. a our the The a health Food bread) cookie this new the little dirty merely can of back then with food to is above out Not taken ""No how piece BUT: about code complaints germs. cute with are hands. they (Naan food compliant."" handled spread the all right the sure rag on or with",0
"of to guys mostly like I people a less for food. into is of of spicy food modified eat let the have lot did a so food am my food. Indian-American place Indian fan flavor is dishes."" this spicy. getting cannot has not spice However it of mouth-watering who get the dish more Restaurant go not style very Indian This Indian successfully taste food. spicy These food will as Indian a a I place and ""Rose of",0
"a tell treat to do ashamed me ""I my in and found I I of risk this you near friends there included yourself go Restaurant to had I I place am Indian went of I this give ratings. for to good review. a not things that while the were to place."" could But them not this when even good 10% find searched restaurant.",0
"Highly Great are Amazing masala food amazing ❤️"" naan. the and comfort sweet. staff so recommend so are and the the and food ""Amazing family I owners friendly. shack butter with food kick. atmosphere a",0
"my my you time take talk were spend And call unless staffs to literally time. People was nightmare at and by The busy orders. there the and money respond them. would spend not does know would ""It phones. to place"" nothing. you for ho All go and I a using to looking their phones",1
"the social that be experience Also I ""I and time experience my so a or foods I will in did. would like Facebook won’t I the an taste. go media to a assure I would that Restaurant. to Indian provide experience Jasmin take family services really long got a enjoy get go I people better loved would and me. food so finally gave with next love After to again the my and time share my at chance And to disappointed."" love they they much of an get",0
"The about size really and food place importantly is things huge it."" about food and is everything good. that really prices neat the to affordable this really place. you clean the are love good no say most really portion There my Everyone this their side are bet must a tastes very is get ""I the taste will from service place. really only wonderful I love and the of complaints",1
"food. the is was impeccable."" watered variety were I owner down did It and only There very that but The wasn't ""The flavorful spices- and thing very and liked enjoy weak in naan much hospitable spices saucy. heat dishes not spicy). was the not was not (meaning hardworking I",1
"high. waiting no really ""I the money wait for not good Firstly deserve a quite 25 have place food. are not I I could blunt spices in almost dish place. it of However to I sucks. this my to restaurant service easily two with some before amount paid nothing for worth a and minutes got meals had business."" This It decent the meat Also prices about say desert. does that was whatsoever. the food. my for I was",1
"Restaurant me very I stepped and food and am was I very Indian impressed well also expected food The clean in were say managed. in enjoyed I I future."" very must location coming cashier. when polite the I by definitely earlier a ""Rose back The they immediately the here. serve prices is with my was food I greeted introduced and it. decent. to am thoroughly and helped I well than got",0
